station_id,name,country,latitude,longitude,status,valid_from,valid_to,precipitation_observations,first_precipitation_date,last_precipitation_date,min_precipitation_mm,max_precipitation_mm,avg_precipitation_mm,total_precipitation_sample_mm
06009,Sudur,FRO,61.3957,-6.6818,Active,2024-06-14T08:47:21Z,,467,2024-06-12T06:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,15.2,0.67,312.2
06011,Torshavn,FRO,62.0232,-6.7644,Active,1967-03-19T00:00:00Z,2020-08-03T07:46:27Z,3833,1991-01-01T00:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,1399.2,4.72,18090.4
06012,Fugloy,FRO,62.3195,-6.3205,Active,2024-06-14T08:50:20Z,2024-11-22T13:54:59Z,447,2024-06-12T06:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,103.2,3.36,1500.4
06014,Eioi,FRO,62.2995,-7.074,Active,2022-05-25T00:00:00Z,2024-05-28T07:51:28Z,467,2024-06-12T06:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,38.8,2.97,1388.2
04202,Pituffik,GRL,76.5311,-68.7031,Active,2019-01-15T13:34:47Z,,30,1961-01-01T00:00:00+00:00,1991-01-01T00:00:00+00:00,3.9,149.4,23.59,707.6
04213,Mittarfik Uummannaq-Qaarsut,GRL,70.7342,-52.6961,Active,2019-01-15T13:34:47Z,,3,2024-10-25T06:00:00+00:00,2024-10-28T06:00:00+00:00,0.0,0.0,,
04220,Aasiaat,GRL,68.7081,-52.8517,Active,1958-01-01T00:00:00Z,2019-01-15T13:34:47Z,4992,1961-01-01T00:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,330.6,1.37,6852.4
04224,Mittarfik Aasiaat,GRL,68.7219,-52.7847,Active,2019-01-15T13:34:47Z,,34,2024-09-09T06:00:00+00:00,2024-10-28T06:00:00+00:00,0.0,7.2,0.21,7.2
04231,Mittarfik Kangerlussuaq,GRL,67.0133,-50.7172,Active,1973-05-01T00:00:00Z,2004-07-01T00:00:00Z,2009,1991-01-01T00:00:00+00:00,2019-10-09T06:00:00+00:00,0.0,167.7,0.62,1244.3
04234,Mittarfik Sisimiut,GRL,66.9514,-53.7294,Active,1998-10-03T00:00:00Z,2019-01-15T13:34:47Z,45,2024-09-09T06:00:00+00:00,2024-10-28T06:00:00+00:00,0.0,3.6,0.17,7.8
04250,Nuuk,GRL,64.1833,-51.7308,Active,1958-01-01T00:00:00Z,1991-09-01T00:00:00Z,4753,1961-01-01T00:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,874.0,4.07,19339.0
04260,Mittarfik Paamiut,GRL,62.0,-49.7167,Active,2019-01-15T13:34:47Z,,13,1961-01-01T00:00:00+00:00,1961-01-01T00:00:00+00:00,58.0,874.2,134.67,1750.7
04270,Mittarfik Narsarsuaq,GRL,61.1608,-45.4256,Active,1961-01-01T00:00:00Z,2019-01-15T13:34:47Z,77,1961-01-01T00:00:00+00:00,2024-10-29T06:00:00+00:00,0.0,615.1,39.88,3070.6
04271,Narsarsuaq,GRL,61.1575,-45.44,Active,2024-05-28T11:53:16Z,,683,2012-09-25T06:00:00+00:00,2014-08-28T06:00:00+00:00,0.0,333.6,5.86,4000.5
04272,Qaqortoq,GRL,60.7156,-46.0489,Active,2019-01-15T13:34:47Z,,3959,1961-01-01T00:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,971.7,4.26,16884.6
04320,Danmarkshavn,GRL,76.7694,-18.6681,Active,2019-01-15T13:34:47Z,,1078,1961-01-01T00:00:00+00:00,2015-04-18T06:00:00+00:00,0.0,999.0,10.64,11471.6
04339,Ittoqqortoormiit,GRL,70.4844,-21.9511,Active,1980-11-01T00:00:00Z,2005-08-17T00:00:00Z,1097,2012-08-23T06:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,457.2,21.23,23285.0
04360,Tasiilaq,GRL,65.6111,-37.6367,Active,1982-04-01T00:00:00Z,2005-08-15T00:00:00Z,4457,1961-01-01T00:00:00+00:00,2025-09-24T06:00:00+00:00,0.0,1770.2,8.93,39804.5
04390,Ikerasassuaq,GRL,60.05,-43.1667,Active,1980-10-10T00:00:00Z,1992-07-01T00:00:00Z,2186,1961-01-01T00:00:00+00:00,2019-10-15T06:00:00+00:00,0.0,2474.0,22.26,48666.0
34231,Mittarfik Kangerlussuaq,GRL,67.02,-50.6972,Active,2017-01-01T00:00:00Z,,3165,2017-01-01T18:00:00+00:00,2025-08-31T18:00:00+00:00,0.0,25.0,0.52,1637.7
34234,Mittarfik Sisimiut,GRL,66.9517,-53.7217,Active,2004-12-01T00:00:00Z,,4759,2011-12-12T12:00:00+00:00,2025-08-31T12:00:00+00:00,0.0,91.6,1.53,7265.2
34270,Narsarsuaq,GRL,61.1575,-45.44,Active,2009-01-22T00:00:00Z,,4937,2011-12-12T12:00:00+00:00,2025-08-31T12:00:00+00:00,0.0,81.6,1.62,7986.1
34310,Station Nord,GRL,81.6022,-16.6633,Active,2008-02-01T00:00:00Z,,4941,2011-12-12T12:00:00+00:00,2025-08-31T12:00:00+00:00,0.0,52.6,1.07,5309.0
34320,Danmarkshavn,GRL,76.7694,-18.6681,Active,2009-01-01T00:00:00Z,,5003,2011-12-13T12:00:00+00:00,2025-08-31T12:00:00+00:00,0.0,34.4,0.68,3378.8
34339,Ittoqqortoormiit,GRL,70.4844,-21.9511,Active,2005-08-17T00:00:00Z,,3999,2014-09-01T12:00:00+00:00,2025-08-31T12:00:00+00:00,0.0,57.5,1.87,7463.5
